Date,Geography,DelinquencyRate
2016-07-01,Kitchener-Cambridge-Waterloo,0.13
2016-07-01,Brantford,0.24
2016-07-01,Guelph,0.10
2016-07-01,London,0.25
2016-07-01,Windsor,0.24
2016-07-01,Barrie,0.19
2016-07-01,Greater Sudbury,0.48
2016-07-01,Thunder Bay,0.27
2016-07-01,Winnipeg,0.29
2016-07-01,Regina,0.46
2016-07-01,Saskatoon,0.48
2016-07-01,Calgary,0.34
2016-07-01,Edmonton,0.50
2016-07-01,Kelowna,0.35
2016-07-01,Abbotsford-Mission,0.27
2016-07-01,Vancouver,0.17
2016-07-01,Victoria,0.24
2016-10-01,Canada,0.34
2016-10-01,Newfoundland,0.46
2016-10-01,Prince Edward Island,0.60
2016-10-01,Nova Scotia,0.75
2016-10-01,New Brunswick,0.79
2016-10-01,Québec,0.40
2016-10-01,Ontario,0.19
2016-10-01,Manitoba,0.35
2016-10-01,Saskatchewan,0.62
2016-10-01,Alberta,0.53
2016-10-01,British Columbia,0.25
2016-10-01,St. John's,0.32
2016-10-01,Charlottetown,0.55
2016-10-01,Halifax,0.54
2016-10-01,Moncton,0.71
2016-10-01,Saint John,0.86
2016-10-01,Saguenay,0.50
2016-10-01,Québec City,0.24
2016-10-01,Sherbrooke,0.43
2016-10-01,Trois-Riviéres,0.59
2016-10-01,Montréal,0.34
2016-10-01,Ottawa-Gatineau,0.30
2016-10-01,Kingston,0.28
2016-10-01,Peterborough,0.20
2016-10-01,Oshawa,0.14
2016-10-01,Toronto,0.12
2016-10-01,Hamilton,0.13
2016-10-01,St. Catharines-Niagara,0.23
2016-10-01,Kitchener-Cambridge-Waterloo,0.13
2016-10-01,Brantford,0.25
2016-10-01,Guelph,0.10
2016-10-01,London,0.24
2016-10-01,Windsor,0.24
2016-10-01,Barrie,0.14
2016-10-01,Greater Sudbury,0.47
2016-10-01,Thunder Bay,0.21
2016-10-01,Winnipeg,0.29
2016-10-01,Regina,0.47
2016-10-01,Saskatoon,0.51
2016-10-01,Calgary,0.35
2016-10-01,Edmonton,0.52
2016-10-01,Kelowna,0.37
2016-10-01,Abbotsford-Mission,0.23
2016-10-01,Vancouver,0.15
2016-10-01,Victoria,0.22
2017-01-01,Canada,0.34
2017-01-01,Newfoundland,0.47
2017-01-01,Prince Edward Island,0.66
2017-01-01,Nova Scotia,0.70
2017-01-01,New Brunswick,0.78
2017-01-01,Québec,0.41
2017-01-01,Ontario,0.18
2017-01-01,Manitoba,0.36
2017-01-01,Saskatchewan,0.62
2017-01-01,Alberta,0.54
2017-01-01,British Columbia,0.23
2017-01-01,St. John's,0.37
2017-01-01,Charlottetown,0.61
2017-01-01,Halifax,0.50
2017-01-01,Moncton,0.70
2017-01-01,Saint John,0.72
2017-01-01,Saguenay,0.49
2017-01-01,Québec City,0.24
2017-01-01,Sherbrooke,0.38
2017-01-01,Trois-Riviéres,0.61
2017-01-01,Montréal,0.35
2017-01-01,Ottawa-Gatineau,0.30
2017-01-01,Kingston,0.28
2017-01-01,Peterborough,0.20
2017-01-01,Oshawa,0.14
2017-01-01,Toronto,0.11
2017-01-01,Hamilton,0.13
2017-01-01,St. Catharines-Niagara,0.21
2017-01-01,Kitchener-Cambridge-Waterloo,0.13
2017-01-01,Brantford,0.20
2017-01-01,Guelph,0.10
2017-01-01,London,0.21
2017-01-01,Windsor,0.22
2017-01-01,Barrie,0.15
2017-01-01,Greater Sudbury,0.44
2017-01-01,Thunder Bay,0.27
2017-01-01,Winnipeg,0.29
2017-01-01,Regina,0.49
2017-01-01,Saskatoon,0.52
2017-01-01,Calgary,0.37
2017-01-01,Edmonton,0.54
2017-01-01,Kelowna,0.33
2017-01-01,Abbotsford-Mission,0.23
2017-01-01,Vancouver,0.14
2017-01-01,Victoria,0.22
2017-04-01,Canada,0.32
2017-04-01,Newfoundland,0.47
2017-04-01,Prince Edward Island,0.55
2017-04-01,Nova Scotia,0.64
2017-04-01,New Brunswick,0.73
2017-04-01,Québec,0.40
2017-04-01,Ontario,0.16
2017-04-01,Manitoba,0.35
2017-04-01,Saskatchewan,0.66
2017-04-01,Alberta,0.52
2017-04-01,British Columbia,0.20
2017-04-01,St. John's,0.34
2017-04-01,Charlottetown,0.49
2017-04-01,Halifax,0.47
2017-04-01,Moncton,0.73
2017-04-01,Saint John,0.76
2017-04-01,Saguenay,0.49
2017-04-01,Québec City,0.25
2017-04-01,Sherbrooke,0.37
2017-04-01,Trois-Riviéres,0.56
2017-04-01,Montréal,0.34
2017-04-01,Ottawa-Gatineau,0.29
2017-04-01,Kingston,0.27
2017-04-01,Peterborough,0.14
2017-04-01,Oshawa,0.13
2017-04-01,Toronto,0.10
2017-04-01,Hamilton,0.10
2017-04-01,St. Catharines-Niagara,0.18
2017-04-01,Kitchener-Cambridge-Waterloo,0.10
2017-04-01,Brantford,0.18
2017-04-01,Guelph,0.10
2017-04-01,London,0.21
2017-04-01,Windsor,0.20
2017-04-01,Barrie,0.12
2017-04-01,Greater Sudbury,0.47
2017-04-01,Thunder Bay,0.24
2017-04-01,Winnipeg,0.27
2017-04-01,Regina,0.51
2017-04-01,Saskatoon,0.55
2017-04-01,Calgary,0.34
2017-04-01,Edmonton,0.54
2017-04-01,Kelowna,0.28
2017-04-01,Abbotsford-Mission,0.18
2017-04-01,Vancouver,0.13
2017-04-01,Victoria,0.19
2017-07-01,Canada,0.30
2017-07-01,Newfoundland,0.46
2017-07-01,Prince Edward Island,0.54
2017-07-01,Nova Scotia,0.60
2017-07-01,New Brunswick,0.71
2017-07-01,Québec,0.37
2017-07-01,Ontario,0.16
2017-07-01,Manitoba,0.33
2017-07-01,Saskatchewan,0.65
2017-07-01,Alberta,0.51
2017-07-01,British Columbia,0.18
2017-07-01,St. John's,0.34
2017-07-01,Charlottetown,0.41
2017-07-01,Halifax,0.47
2017-07-01,Moncton,0.71
2017-07-01,Saint John,0.73
2017-07-01,Saguenay,0.51
2017-07-01,Québec City,0.25
2017-07-01,Sherbrooke,0.34
2017-07-01,Trois-Riviéres,0.51
2017-07-01,Montréal,0.31
2017-07-01,Ottawa-Gatineau,0.28
2017-07-01,Kingston,0.19
2017-07-01,Peterborough,0.14
2017-07-01,Oshawa,0.14
2017-07-01,Toronto,0.09
2017-07-01,Hamilton,0.10
2017-07-01,St. Catharines-Niagara,0.15
2017-07-01,Kitchener-Cambridge-Waterloo,0.10
2017-07-01,Brantford,0.13
2017-07-01,Guelph,0.09
2017-07-01,London,0.19
2017-07-01,Windsor,0.21
2017-07-01,Barrie,0.13
2017-07-01,Greater Sudbury,0.43
2017-07-01,Thunder Bay,0.24
2017-07-01,Winnipeg,0.26
2017-07-01,Regina,0.50
2017-07-01,Saskatoon,0.53
2017-07-01,Calgary,0.34
2017-07-01,Edmonton,0.54
2017-07-01,Kelowna,0.26
2017-07-01,Abbotsford-Mission,0.17
2017-07-01,Vancouver,0.11
2017-07-01,Victoria,0.13
2017-10-01,Canada,0.29
2017-10-01,Newfoundland,0.52
2017-10-01,Prince Edward Island,0.44
2017-10-01,Nova Scotia,0.58
2017-10-01,New Brunswick,0.66
2017-10-01,Québec,0.34
2017-10-01,Ontario,0.15
2017-10-01,Manitoba,0.30
2017-10-01,Saskatchewan,0.66
2017-10-01,Alberta,0.50
2017-10-01,British Columbia,0.18
2017-10-01,St. John's,0.42
2017-10-01,Charlottetown,0.29
2017-10-01,Halifax,0.44
2017-10-01,Moncton,0.63
2017-10-01,Saint John,0.72
2017-10-01,Saguenay,0.43
2017-10-01,Québec City,0.25
2017-10-01,Sherbrooke,0.34
2017-10-01,Trois-Riviéres,0.42
2017-10-01,Montréal,0.28
2017-10-01,Ottawa-Gatineau,0.27
2017-10-01,Kingston,0.19
2017-10-01,Peterborough,0.15
2017-10-01,Oshawa,0.15
2017-10-01,Toronto,0.09
2017-10-01,Hamilton,0.10
2017-10-01,St. Catharines-Niagara,0.12
2017-10-01,Kitchener-Cambridge-Waterloo,0.10
2017-10-01,Brantford,0.15
2017-10-01,Guelph,0.08
2017-10-01,London,0.15
2017-10-01,Windsor,0.19
2017-10-01,Barrie,0.13
2017-10-01,Greater Sudbury,0.39
2017-10-01,Thunder Bay,0.23
2017-10-01,Winnipeg,0.24
2017-10-01,Regina,0.48
2017-10-01,Saskatoon,0.55
2017-10-01,Calgary,0.33
2017-10-01,Edmonton,0.54
2017-10-01,Kelowna,0.21
2017-10-01,Abbotsford-Mission,0.16
2017-10-01,Vancouver,0.11
2017-10-01,Victoria,0.12
2018-01-01,Canada,0.29
2018-01-01,Newfoundland,0.56
2018-01-01,Prince Edward Island,0.50
2018-01-01,Nova Scotia,0.59
2018-01-01,New Brunswick,0.65
2018-01-01,Québec,0.34
2018-01-01,Ontario,0.15
2018-01-01,Manitoba,0.30
2018-01-01,Saskatchewan,0.66
2018-01-01,Alberta,0.50
2018-01-01,British Columbia,0.17
2018-01-01,St. John's,0.45
2018-01-01,Charlottetown,0.35
2018-01-01,Halifax,0.48
2018-01-01,Moncton,0.61
2018-01-01,Saint John,0.68
2018-01-01,Saguenay,0.40
2018-01-01,Québec City,0.22
2018-01-01,Sherbrooke,0.33
2018-01-01,Trois-Riviéres,0.47
2018-01-01,Montréal,0.29
2018-01-01,Ottawa-Gatineau,0.26
2018-01-01,Kingston,0.20
2018-01-01,Peterborough,0.18
2018-01-01,Oshawa,0.12
2018-01-01,Toronto,0.09
2018-01-01,Hamilton,0.09
2018-01-01,St. Catharines-Niagara,0.13
2018-01-01,Kitchener-Cambridge-Waterloo,0.10
2018-01-01,Brantford,0.17
2018-01-01,Guelph,0.08
2018-01-01,London,0.17
2018-01-01,Windsor,0.18
2018-01-01,Barrie,0.11
2018-01-01,Greater Sudbury,0.34
2018-01-01,Thunder Bay,0.25
2018-01-01,Winnipeg,0.24
2018-01-01,Regina,0.53
2018-01-01,Saskatoon,0.52
2018-01-01,Calgary,0.34
2018-01-01,Edmonton,0.53
2018-01-01,Kelowna,0.19
2018-01-01,Abbotsford-Mission,0.14
2018-01-01,Vancouver,0.11
2018-01-01,Victoria,0.12
2018-04-01,Canada,0.28
2018-04-01,Newfoundland,0.60
2018-04-01,Prince Edward Island,0.45
2018-04-01,Nova Scotia,0.54
2018-04-01,New Brunswick,0.59
2018-04-01,Québec,0.35
2018-04-01,Ontario,0.14
2018-04-01,Manitoba,0.31
2018-04-01,Saskatchewan,0.67
2018-04-01,Alberta,0.46
2018-04-01,British Columbia,0.17
2018-04-01,St. John's,0.52
2018-04-01,Charlottetown,0.33
2018-04-01,Halifax,0.45
2018-04-01,Moncton,0.59
2018-04-01,Saint John,0.65
2018-04-01,Saguenay,0.45
2018-04-01,Québec City,0.25
2018-04-01,Sherbrooke,0.33
2018-04-01,Trois-Riviéres,0.47
2018-04-01,Montréal,0.29
2018-04-01,Ottawa-Gatineau,0.25
2018-04-01,Kingston,0.18
2018-04-01,Peterborough,0.15
2018-04-01,Oshawa,0.10
2018-04-01,Toronto,0.10
2018-04-01,Hamilton,0.09
2018-04-01,St. Catharines-Niagara,0.10
2018-04-01,Kitchener-Cambridge-Waterloo,0.10
2018-04-01,Brantford,0.18
2018-04-01,Guelph,0.08
2018-04-01,London,0.14
2018-04-01,Windsor,0.18
2018-04-01,Barrie,0.10
2018-04-01,Greater Sudbury,0.28
2018-04-01,Thunder Bay,0.24
2018-04-01,Winnipeg,0.26
2018-04-01,Regina,0.58
2018-04-01,Saskatoon,0.55
2018-04-01,Calgary,0.32
2018-04-01,Edmonton,0.51
2018-04-01,Kelowna,0.21
2018-04-01,Abbotsford-Mission,0.15
2018-04-01,Vancouver,0.10
2018-04-01,Victoria,0.13
2018-07-01,Canada,0.28
2018-07-01,Newfoundland,0.60
2018-07-01,Prince Edward Island,0.43
2018-07-01,Nova Scotia,0.52
2018-07-01,New Brunswick,0.58
2018-07-01,Québec,0.35
2018-07-01,Ontario,0.13
2018-07-01,Manitoba,0.32
2018-07-01,Saskatchewan,0.70
2018-07-01,Alberta,0.47
2018-07-01,British Columbia,0.16
2018-07-01,St. John's,0.50
2018-07-01,Charlottetown,0.31
2018-07-01,Halifax,0.41
2018-07-01,Moncton,0.61
2018-07-01,Saint John,0.58
2018-07-01,Saguenay,0.46
2018-07-01,Québec City,0.24
2018-07-01,Sherbrooke,0.37
2018-07-01,Trois-Riviéres,0.48
2018-07-01,Montréal,0.29
2018-07-01,Ottawa-Gatineau,0.24
2018-07-01,Kingston,0.15
2018-07-01,Peterborough,0.12
2018-07-01,Oshawa,0.09
2018-07-01,Toronto,0.10
2018-07-01,Hamilton,0.09
2018-07-01,St. Catharines-Niagara,0.10
2018-07-01,Kitchener-Cambridge-Waterloo,0.08
2018-07-01,Brantford,0.13
2018-07-01,Guelph,0.09
2018-07-01,London,0.14
2018-07-01,Windsor,0.16
2018-07-01,Barrie,0.11
2018-07-01,Greater Sudbury,0.35
2018-07-01,Thunder Bay,0.31
2018-07-01,Winnipeg,0.25
2018-07-01,Regina,0.65
2018-07-01,Saskatoon,0.56
2018-07-01,Calgary,0.32
2018-07-01,Edmonton,0.51
2018-07-01,Kelowna,0.20
2018-07-01,Abbotsford-Mission,0.14
2018-07-01,Vancouver,0.11
2018-07-01,Victoria,0.12
2018-10-01,Canada,0.30
2018-10-01,Newfoundland,0.62
2018-10-01,Prince Edward Island,0.39
2018-10-01,Nova Scotia,0.56
2018-10-01,New Brunswick,0.62
2018-10-01,Québec,0.38
2018-10-01,Ontario,0.14
2018-10-01,Manitoba,0.35
2018-10-01,Saskatchewan,0.72
2018-10-01,Alberta,0.50
2018-10-01,British Columbia,0.17
2018-10-01,St. John's,0.49
2018-10-01,Charlottetown,0.27
2018-10-01,Halifax,0.39
2018-10-01,Moncton,0.61
2018-10-01,Saint John,0.60
2018-10-01,Saguenay,0.48
2018-10-01,Québec City,0.30
2018-10-01,Sherbrooke,0.37
2018-10-01,Trois-Riviéres,0.50
2018-10-01,Montréal,0.31
2018-10-01,Ottawa-Gatineau,0.26
2018-10-01,Kingston,0.19
2018-10-01,Peterborough,0.09
2018-10-01,Oshawa,0.13
2018-10-01,Toronto,0.10
2018-10-01,Hamilton,0.09
2018-10-01,St. Catharines-Niagara,0.09
2018-10-01,Kitchener-Cambridge-Waterloo,0.10
2018-10-01,Brantford,0.10
2018-10-01,Guelph,0.05
2018-10-01,London,0.14
2018-10-01,Windsor,0.16
2018-10-01,Barrie,0.14
2018-10-01,Greater Sudbury,0.35
2018-10-01,Thunder Bay,0.35
2018-10-01,Winnipeg,0.28
2018-10-01,Regina,0.59
2018-10-01,Saskatoon,0.57
2018-10-01,Calgary,0.35
2018-10-01,Edmonton,0.54
2018-10-01,Kelowna,0.21
2018-10-01,Abbotsford-Mission,0.11
2018-10-01,Vancouver,0.11
2018-10-01,Victoria,0.12
2019-01-01,Canada,0.30
2019-01-01,Newfoundland,0.64
2019-01-01,Prince Edward Island,0.38
2019-01-01,Nova Scotia,0.53
2019-01-01,New Brunswick,0.63
2019-01-01,Québec,0.38
2019-01-01,Ontario,0.13
2019-01-01,Manitoba,0.35
2019-01-01,Saskatchewan,0.73
2019-01-01,Alberta,0.50
2019-01-01,British Columbia,0.17
2019-01-01,St. John's,0.50
2019-01-01,Charlottetown,0.26
2019-01-01,Halifax,0.37
2019-01-01,Moncton,0.61
2019-01-01,Saint John,0.55
2019-01-01,Saguenay,0.45
2019-01-01,Québec City,0.28
2019-01-01,Sherbrooke,0.36
2019-01-01,Trois-Riviéres,0.52
2019-01-01,Montréal,0.30
2019-01-01,Ottawa-Gatineau,0.24
2019-01-01,Kingston,0.18
2019-01-01,Peterborough,0.11
2019-01-01,Oshawa,0.12
2019-01-01,Toronto,0.10
2019-01-01,Hamilton,0.09
2019-01-01,St. Catharines-Niagara,0.11
2019-01-01,Kitchener-Cambridge-Waterloo,0.09
2019-01-01,Brantford,0.11
2019-01-01,Guelph,0.05
2019-01-01,London,0.13
2019-01-01,Windsor,0.15
2019-01-01,Barrie,0.12
2019-01-01,Greater Sudbury,0.35
2019-01-01,Thunder Bay,0.36
2019-01-01,Winnipeg,0.28
2019-01-01,Regina,0.64
2019-01-01,Saskatoon,0.57
2019-01-01,Calgary,0.34
2019-01-01,Edmonton,0.55
2019-01-01,Kelowna,0.22
2019-01-01,Abbotsford-Mission,0.10
2019-01-01,Vancouver,0.12
2019-01-01,Victoria,0.13
2019-04-01,Canada,0.29
2019-04-01,Newfoundland,0.64
2019-04-01,Prince Edward Island,0.38
2019-04-01,Nova Scotia,0.52
2019-04-01,New Brunswick,0.60
2019-04-01,Québec,0.36
2019-04-01,Ontario,0.13
2019-04-01,Manitoba,0.34
2019-04-01,Saskatchewan,0.74
2019-04-01,Alberta,0.51
2019-04-01,British Columbia,0.16
2019-04-01,St. John's,0.49
2019-04-01,Charlottetown,0.35
2019-04-01,Halifax,0.35
2019-04-01,Moncton,0.50
2019-04-01,Saint John,0.55
2019-04-01,Saguenay,0.46
2019-04-01,Québec City,0.28
2019-04-01,Sherbrooke,0.32
2019-04-01,Trois-Riviéres,0.43
2019-04-01,Montréal,0.28
2019-04-01,Ottawa-Gatineau,0.23
2019-04-01,Kingston,0.21
2019-04-01,Peterborough,0.12
2019-04-01,Oshawa,0.12
2019-04-01,Toronto,0.10
2019-04-01,Hamilton,0.09
2019-04-01,St. Catharines-Niagara,0.10
2019-04-01,Kitchener-Cambridge-Waterloo,0.10
2019-04-01,Brantford,0.10
2019-04-01,Guelph,0.05
2019-04-01,London,0.11
2019-04-01,Windsor,0.15
2019-04-01,Barrie,0.10
2019-04-01,Greater Sudbury,0.33
2019-04-01,Thunder Bay,0.32
2019-04-01,Winnipeg,0.27
2019-04-01,Regina,0.68
2019-04-01,Saskatoon,0.59
2019-04-01,Calgary,0.36
2019-04-01,Edmonton,0.57
2019-04-01,Kelowna,0.20
2019-04-01,Abbotsford-Mission,0.10
2019-04-01,Vancouver,0.12
2019-04-01,Victoria,0.12
2019-07-01,Canada,0.29
2019-07-01,Newfoundland,0.64
2019-07-01,Prince Edward Island,0.33
2019-07-01,Nova Scotia,0.50
2019-07-01,New Brunswick,0.57
2019-07-01,Québec,0.36
2019-07-01,Ontario,0.13
2019-07-01,Manitoba,0.34
2019-07-01,Saskatchewan,0.72
2019-07-01,Alberta,0.50
2019-07-01,British Columbia,0.16
2019-07-01,St. John's,0.48
2019-07-01,Charlottetown,0.31
2019-07-01,Halifax,0.35
2019-07-01,Moncton,0.50
2019-07-01,Saint John,0.53
2019-07-01,Saguenay,0.47
2019-07-01,Québec City,0.27
2019-07-01,Sherbrooke,0.29
2019-07-01,Trois-Riviéres,0.44
2019-07-01,Montréal,0.28
2019-07-01,Ottawa-Gatineau,0.22
2019-07-01,Kingston,0.18
2019-07-01,Peterborough,0.10
2019-07-01,Oshawa,0.14
2019-07-01,Toronto,0.11
2019-07-01,Hamilton,0.08
2019-07-01,St. Catharines-Niagara,0.10
2019-07-01,Kitchener-Cambridge-Waterloo,0.11
2019-07-01,Brantford,0.14
2019-07-01,Guelph,0.05
2019-07-01,London,0.10
2019-07-01,Windsor,0.16
2019-07-01,Barrie,0.11
2019-07-01,Greater Sudbury,0.34
2019-07-01,Thunder Bay,0.38
2019-07-01,Winnipeg,0.29
2019-07-01,Regina,0.63
2019-07-01,Saskatoon,0.61
2019-07-01,Calgary,0.37
2019-07-01,Edmonton,0.54
2019-07-01,Kelowna,0.19
2019-07-01,Abbotsford-Mission,0.11
2019-07-01,Vancouver,0.12
2019-07-01,Victoria,0.11
2019-10-01,Canada,0.29
2019-10-01,Newfoundland,0.65
2019-10-01,Prince Edward Island,0.31
2019-10-01,Nova Scotia,0.49
2019-10-01,New Brunswick,0.57
2019-10-01,Québec,0.36
2019-10-01,Ontario,0.14
2019-10-01,Manitoba,0.36
2019-10-01,Saskatchewan,0.72
2019-10-01,Alberta,0.49
2019-10-01,British Columbia,0.16
2019-10-01,St. John's,0.50
2019-10-01,Charlottetown,0.27
2019-10-01,Halifax,0.34
2019-10-01,Moncton,0.48
2019-10-01,Saint John,0.51
2019-10-01,Saguenay,0.50
2019-10-01,Québec City,0.28
2019-10-01,Sherbrooke,0.30
2019-10-01,Trois-Riviéres,0.45
2019-10-01,Montréal,0.27
2019-10-01,Ottawa-Gatineau,0.21
2019-10-01,Kingston,0.17
2019-10-01,Peterborough,0.14
2019-10-01,Oshawa,0.13
2019-10-01,Toronto,0.11
2019-10-01,Hamilton,0.10
2019-10-01,St. Catharines-Niagara,0.12
2019-10-01,Kitchener-Cambridge-Waterloo,0.10
2019-10-01,Brantford,0.14
2019-10-01,Guelph,0.07
2019-10-01,London,0.10
2019-10-01,Windsor,0.15
2019-10-01,Barrie,0.14
2019-10-01,Greater Sudbury,0.35
2019-10-01,Thunder Bay,0.30
2019-10-01,Winnipeg,0.31
2019-10-01,Regina,0.62
2019-10-01,Saskatoon,0.62
2019-10-01,Calgary,0.37
2019-10-01,Edmonton,0.54
2019-10-01,Kelowna,0.18
2019-10-01,Abbotsford-Mission,0.10
2019-10-01,Vancouver,0.12
2019-10-01,Victoria,0.11
2020-01-01,Canada,0.29
2020-01-01,Newfoundland,0.66
2020-01-01,Prince Edward Island,0.25
2020-01-01,Nova Scotia,0.45
2020-01-01,New Brunswick,0.57
2020-01-01,Québec,0.35
2020-01-01,Ontario,0.13
2020-01-01,Manitoba,0.36
2020-01-01,Saskatchewan,0.74
2020-01-01,Alberta,0.51
2020-01-01,British Columbia,0.17
2020-01-01,St. John's,0.50
2020-01-01,Charlottetown,0.19
2020-01-01,Halifax,0.29
2020-01-01,Moncton,0.45
2020-01-01,Saint John,0.52
2020-01-01,Saguenay,0.49
2020-01-01,Québec City,0.28
2020-01-01,Sherbrooke,0.32
2020-01-01,Trois-Riviéres,0.43
2020-01-01,Montréal,0.26
2020-01-01,Ottawa-Gatineau,0.20
2020-01-01,Kingston,0.19
2020-01-01,Peterborough,0.09
2020-01-01,Oshawa,0.13
2020-01-01,Toronto,0.11
2020-01-01,Hamilton,0.10
2020-01-01,St. Catharines-Niagara,0.11
2020-01-01,Kitchener-Cambridge-Waterloo,0.11
2020-01-01,Brantford,0.15
2020-01-01,Guelph,0.05
2020-01-01,London,0.12
2020-01-01,Windsor,0.13
2020-01-01,Barrie,0.14
2020-01-01,Greater Sudbury,0.34
2020-01-01,Thunder Bay,0.29
2020-01-01,Winnipeg,0.32
2020-01-01,Regina,0.69
2020-01-01,Saskatoon,0.60
2020-01-01,Calgary,0.39
2020-01-01,Edmonton,0.55
2020-01-01,Kelowna,0.19
2020-01-01,Abbotsford-Mission,0.08
2020-01-01,Vancouver,0.13
2020-01-01,Victoria,0.11
2020-04-01,Canada,0.29
2020-04-01,Newfoundland,0.68
2020-04-01,Prince Edward Island,0.26
2020-04-01,Nova Scotia,0.46
2020-04-01,New Brunswick,0.54
2020-04-01,Québec,0.34
2020-04-01,Ontario,0.14
2020-04-01,Manitoba,0.37
2020-04-01,Saskatchewan,0.75
2020-04-01,Alberta,0.51
2020-04-01,British Columbia,0.18
2020-04-01,St. John's,0.50
2020-04-01,Charlottetown,0.22
2020-04-01,Halifax,0.29
2020-04-01,Moncton,0.43
2020-04-01,Saint John,0.50
2020-04-01,Saguenay,0.45
2020-04-01,Québec City,0.27
2020-04-01,Sherbrooke,0.30
2020-04-01,Trois-Riviéres,0.37
2020-04-01,Montréal,0.24
2020-04-01,Ottawa-Gatineau,0.19
2020-04-01,Kingston,0.17
2020-04-01,Peterborough,0.13
2020-04-01,Oshawa,0.14
2020-04-01,Toronto,0.11
2020-04-01,Hamilton,0.10
2020-04-01,St. Catharines-Niagara,0.13
2020-04-01,Kitchener-Cambridge-Waterloo,0.09
2020-04-01,Brantford,0.17
2020-04-01,Guelph,0.07
2020-04-01,London,0.13
2020-04-01,Windsor,0.12
2020-04-01,Barrie,0.13
2020-04-01,Greater Sudbury,0.29
2020-04-01,Thunder Bay,0.31
2020-04-01,Winnipeg,0.32
2020-04-01,Regina,0.73
2020-04-01,Saskatoon,0.56
2020-04-01,Calgary,0.39
2020-04-01,Edmonton,0.55
2020-04-01,Kelowna,0.21
2020-04-01,Abbotsford-Mission,0.11
2020-04-01,Vancouver,0.15
2020-04-01,Victoria,0.11
2020-07-01,Canada,0.29
2020-07-01,Newfoundland,0.63
2020-07-01,Prince Edward Island,0.27
2020-07-01,Nova Scotia,0.44
2020-07-01,New Brunswick,0.52
2020-07-01,Québec,0.35
2020-07-01,Ontario,0.14
2020-07-01,Manitoba,0.35
2020-07-01,Saskatchewan,0.72
2020-07-01,Alberta,0.49
2020-07-01,British Columbia,0.18
2020-07-01,St. John's,0.45
2020-07-01,Charlottetown,0.27
2020-07-01,Halifax,0.30
2020-07-01,Moncton,0.41
2020-07-01,Saint John,0.43
2020-07-01,Saguenay,0.48
2020-07-01,Québec City,0.30
2020-07-01,Sherbrooke,0.32
2020-07-01,Trois-Riviéres,0.39
2020-07-01,Montréal,0.25
2020-07-01,Ottawa-Gatineau,0.19
2020-07-01,Kingston,0.17
2020-07-01,Peterborough,0.14
2020-07-01,Oshawa,0.13
2020-07-01,Toronto,0.12
2020-07-01,Hamilton,0.11
2020-07-01,St. Catharines-Niagara,0.12
2020-07-01,Kitchener-Cambridge-Waterloo,0.08
2020-07-01,Brantford,0.16
2020-07-01,Guelph,0.07
2020-07-01,London,0.13
2020-07-01,Windsor,0.16
2020-07-01,Barrie,0.16
2020-07-01,Greater Sudbury,0.26
2020-07-01,Thunder Bay,0.32
2020-07-01,Winnipeg,0.29
2020-07-01,Regina,0.71
2020-07-01,Saskatoon,0.52
2020-07-01,Calgary,0.37
2020-07-01,Edmonton,0.53
2020-07-01,Kelowna,0.21
2020-07-01,Abbotsford-Mission,0.11
2020-07-01,Vancouver,0.15
2020-07-01,Victoria,0.12
2020-10-01,Canada,0.25
2020-10-01,Newfoundland,0.50
2020-10-01,Prince Edward Island,0.20
2020-10-01,Nova Scotia,0.37
2020-10-01,New Brunswick,0.43
2020-10-01,Québec,0.30
2020-10-01,Ontario,0.12
2020-10-01,Manitoba,0.30
2020-10-01,Saskatchewan,0.63
2020-10-01,Alberta,0.44
2020-10-01,British Columbia,0.16
2020-10-01,St. John's,0.36
2020-10-01,Charlottetown,0.19
