Date,Geography,DelinquencyRate
2020-10-01,Halifax,0.24
2020-10-01,Moncton,0.36
2020-10-01,Saint John,0.34
2020-10-01,Saguenay,0.34
2020-10-01,Québec City,0.25
2020-10-01,Sherbrooke,0.29
2020-10-01,Trois-Riviéres,0.30
2020-10-01,Montréal,0.20
2020-10-01,Ottawa-Gatineau,0.16
2020-10-01,Kingston,0.18
2020-10-01,Peterborough,0.12
2020-10-01,Oshawa,0.12
2020-10-01,Toronto,0.10
2020-10-01,Hamilton,0.09
2020-10-01,St. Catharines-Niagara,0.11
2020-10-01,Kitchener-Cambridge-Waterloo,0.06
2020-10-01,Brantford,0.15
2020-10-01,Guelph,0.06
2020-10-01,London,0.13
2020-10-01,Windsor,0.11
2020-10-01,Barrie,0.13
2020-10-01,Greater Sudbury,0.27
2020-10-01,Thunder Bay,0.26
2020-10-01,Winnipeg,0.24
2020-10-01,Regina,0.57
2020-10-01,Saskatoon,0.43
2020-10-01,Calgary,0.32
2020-10-01,Edmonton,0.46
2020-10-01,Kelowna,0.19
2020-10-01,Abbotsford-Mission,0.11
2020-10-01,Vancouver,0.13
2020-10-01,Victoria,0.12
2021-01-01,Canada,0.24
2021-01-01,Newfoundland,0.51
2021-01-01,Prince Edward Island,0.22
2021-01-01,Nova Scotia,0.35
2021-01-01,New Brunswick,0.44
2021-01-01,Québec,0.28
2021-01-01,Ontario,0.12
2021-01-01,Manitoba,0.29
2021-01-01,Saskatchewan,0.63
2021-01-01,Alberta,0.45
2021-01-01,British Columbia,0.16
2021-01-01,St. John's,0.37
2021-01-01,Charlottetown,0.19
2021-01-01,Halifax,0.23
2021-01-01,Moncton,0.33
2021-01-01,Saint John,0.36
2021-01-01,Saguenay,0.35
2021-01-01,Québec City,0.24
2021-01-01,Sherbrooke,0.27
2021-01-01,Trois-Riviéres,0.30
2021-01-01,Montréal,0.19
2021-01-01,Ottawa-Gatineau,0.15
2021-01-01,Kingston,0.16
2021-01-01,Peterborough,0.13
2021-01-01,Oshawa,0.10
2021-01-01,Toronto,0.10
2021-01-01,Hamilton,0.10
2021-01-01,St. Catharines-Niagara,0.11
2021-01-01,Kitchener-Cambridge-Waterloo,0.07
2021-01-01,Brantford,0.15
2021-01-01,Guelph,0.05
2021-01-01,London,0.12
2021-01-01,Windsor,0.14
2021-01-01,Barrie,0.12
2021-01-01,Greater Sudbury,0.28
2021-01-01,Thunder Bay,0.28
2021-01-01,Winnipeg,0.24
2021-01-01,Regina,0.57
2021-01-01,Saskatoon,0.44
2021-01-01,Calgary,0.31
2021-01-01,Edmonton,0.47
2021-01-01,Kelowna,0.21
2021-01-01,Abbotsford-Mission,0.12
2021-01-01,Vancouver,0.14
2021-01-01,Victoria,0.10
2021-04-01,Canada,0.21
2021-04-01,Newfoundland,0.46
2021-04-01,Prince Edward Island,0.17
2021-04-01,Nova Scotia,0.30
2021-04-01,New Brunswick,0.37
2021-04-01,Québec,0.24
2021-04-01,Ontario,0.10
2021-04-01,Manitoba,0.25
2021-04-01,Saskatchewan,0.57
2021-04-01,Alberta,0.42
2021-04-01,British Columbia,0.14
2021-04-01,St. John's,0.33
2021-04-01,Charlottetown,0.14
2021-04-01,Halifax,0.21
2021-04-01,Moncton,0.29
2021-04-01,Saint John,0.33
2021-04-01,Saguenay,0.33
2021-04-01,Québec City,0.22
2021-04-01,Sherbrooke,0.25
2021-04-01,Trois-Riviéres,0.30
2021-04-01,Montréal,0.16
2021-04-01,Ottawa-Gatineau,0.13
2021-04-01,Kingston,0.11
2021-04-01,Peterborough,0.13
2021-04-01,Oshawa,0.07
2021-04-01,Toronto,0.09
2021-04-01,Hamilton,0.09
2021-04-01,St. Catharines-Niagara,0.10
2021-04-01,Kitchener-Cambridge-Waterloo,0.05
2021-04-01,Brantford,0.13
2021-04-01,Guelph,0.04
2021-04-01,London,0.10
2021-04-01,Windsor,0.09
2021-04-01,Barrie,0.09
2021-04-01,Greater Sudbury,0.19
2021-04-01,Thunder Bay,0.21
2021-04-01,Winnipeg,0.21
2021-04-01,Regina,0.51
2021-04-01,Saskatoon,0.42
2021-04-01,Calgary,0.29
2021-04-01,Edmonton,0.46
2021-04-01,Kelowna,0.16
2021-04-01,Abbotsford-Mission,0.12
2021-04-01,Vancouver,0.12
2021-04-01,Victoria,0.08
2021-07-01,Canada,0.20
2021-07-01,Newfoundland,0.44
2021-07-01,Prince Edward Island,0.17
2021-07-01,Nova Scotia,0.27
2021-07-01,New Brunswick,0.30
2021-07-01,Québec,0.22
2021-07-01,Ontario,0.09
2021-07-01,Manitoba,0.23
2021-07-01,Saskatchewan,0.52
2021-07-01,Alberta,0.41
2021-07-01,British Columbia,0.13
2021-07-01,St. John's,0.32
2021-07-01,Charlottetown,0.14
2021-07-01,Halifax,0.19
2021-07-01,Moncton,0.21
2021-07-01,Saint John,0.25
2021-07-01,Saguenay,0.31
2021-07-01,Québec City,0.20
2021-07-01,Sherbrooke,0.22
2021-07-01,Trois-Riviéres,0.30
2021-07-01,Montréal,0.15
2021-07-01,Ottawa-Gatineau,0.10
2021-07-01,Kingston,0.06
2021-07-01,Peterborough,0.09
2021-07-01,Oshawa,0.06
2021-07-01,Toronto,0.08
2021-07-01,Hamilton,0.07
2021-07-01,St. Catharines-Niagara,0.09
2021-07-01,Kitchener-Cambridge-Waterloo,0.06
2021-07-01,Brantford,0.11
2021-07-01,Guelph,0.03
2021-07-01,London,0.09
2021-07-01,Windsor,0.09
2021-07-01,Barrie,0.08
2021-07-01,Greater Sudbury,0.17
2021-07-01,Thunder Bay,0.21
2021-07-01,Winnipeg,0.20
2021-07-01,Regina,0.48
2021-07-01,Saskatoon,0.37
2021-07-01,Calgary,0.30
2021-07-01,Edmonton,0.43
2021-07-01,Kelowna,0.15
2021-07-01,Abbotsford-Mission,0.08
2021-07-01,Vancouver,0.11
2021-07-01,Victoria,0.09
2021-10-01,Canada,0.19
2021-10-01,Newfoundland,0.46
2021-10-01,Prince Edward Island,0.14
2021-10-01,Nova Scotia,0.26
2021-10-01,New Brunswick,0.27
2021-10-01,Québec,0.20
2021-10-01,Ontario,0.08
2021-10-01,Manitoba,0.23
2021-10-01,Saskatchewan,0.50
2021-10-01,Alberta,0.41
2021-10-01,British Columbia,0.13
2021-10-01,St. John's,0.32
2021-10-01,Charlottetown,0.11
2021-10-01,Halifax,0.16
2021-10-01,Moncton,0.19
2021-10-01,Saint John,0.18
2021-10-01,Saguenay,0.31
2021-10-01,Québec City,0.19
2021-10-01,Sherbrooke,0.17
2021-10-01,Trois-Riviéres,0.26
2021-10-01,Montréal,0.13
2021-10-01,Ottawa-Gatineau,0.10
2021-10-01,Kingston,0.06
2021-10-01,Peterborough,0.10
2021-10-01,Oshawa,0.06
2021-10-01,Toronto,0.07
2021-10-01,Hamilton,0.06
2021-10-01,St. Catharines-Niagara,0.07
2021-10-01,Kitchener-Cambridge-Waterloo,0.05
2021-10-01,Brantford,0.12
2021-10-01,Guelph,0.04
2021-10-01,London,0.07
2021-10-01,Windsor,0.09
2021-10-01,Barrie,0.08
2021-10-01,Greater Sudbury,0.15
2021-10-01,Thunder Bay,0.19
2021-10-01,Winnipeg,0.19
2021-10-01,Regina,0.48
2021-10-01,Saskatoon,0.35
2021-10-01,Calgary,0.29
2021-10-01,Edmonton,0.45
2021-10-01,Kelowna,0.15
2021-10-01,Abbotsford-Mission,0.09
2021-10-01,Vancouver,0.10
2021-10-01,Victoria,0.09
2022-01-01,Canada,0.17
2022-01-01,Newfoundland,0.40
2022-01-01,Prince Edward Island,0.15
2022-01-01,Nova Scotia,0.24
2022-01-01,New Brunswick,0.25
2022-01-01,Québec,0.18
2022-01-01,Ontario,0.08
2022-01-01,Manitoba,0.22
2022-01-01,Saskatchewan,0.51
2022-01-01,Alberta,0.38
2022-01-01,British Columbia,0.12
2022-01-01,St. John's,0.28
2022-01-01,Charlottetown,0.12
2022-01-01,Halifax,0.14
2022-01-01,Moncton,0.19
2022-01-01,Saint John,0.22
2022-01-01,Saguenay,0.27
2022-01-01,Québec City,0.17
2022-01-01,Sherbrooke,0.13
2022-01-01,Trois-Riviéres,0.20
2022-01-01,Montréal,0.12
2022-01-01,Ottawa-Gatineau,0.09
2022-01-01,Kingston,0.07
2022-01-01,Peterborough,0.07
2022-01-01,Oshawa,0.06
2022-01-01,Toronto,0.07
2022-01-01,Hamilton,0.05
2022-01-01,St. Catharines-Niagara,0.07
2022-01-01,Kitchener-Cambridge-Waterloo,0.04
2022-01-01,Brantford,0.13
2022-01-01,Guelph,0.05
2022-01-01,London,0.07
2022-01-01,Windsor,0.08
2022-01-01,Barrie,0.07
2022-01-01,Greater Sudbury,0.14
2022-01-01,Thunder Bay,0.21
2022-01-01,Winnipeg,0.19
2022-01-01,Regina,0.53
2022-01-01,Saskatoon,0.32
2022-01-01,Calgary,0.26
2022-01-01,Edmonton,0.42
2022-01-01,Kelowna,0.14
2022-01-01,Abbotsford-Mission,0.07
2022-01-01,Vancouver,0.10
2022-01-01,Victoria,0.08
2022-04-01,Canada,0.16
2022-04-01,Newfoundland,0.35
2022-04-01,Prince Edward Island,0.14
2022-04-01,Nova Scotia,0.23
2022-04-01,New Brunswick,0.23
2022-04-01,Québec,0.15
2022-04-01,Ontario,0.07
2022-04-01,Manitoba,0.20
2022-04-01,Saskatchewan,0.50
2022-04-01,Alberta,0.34
2022-04-01,British Columbia,0.11
2022-04-01,St. John's,0.24
2022-04-01,Charlottetown,0.09
2022-04-01,Halifax,0.13
2022-04-01,Moncton,0.15
2022-04-01,Saint John,0.20
2022-04-01,Saguenay,0.26
2022-04-01,Québec City,0.15
2022-04-01,Sherbrooke,0.13
2022-04-01,Trois-Riviéres,0.17
2022-04-01,Montréal,0.10
2022-04-01,Ottawa-Gatineau,0.08
2022-04-01,Kingston,0.08
2022-04-01,Peterborough,0.06
2022-04-01,Oshawa,0.06
2022-04-01,Toronto,0.06
2022-04-01,Hamilton,0.04
2022-04-01,St. Catharines-Niagara,0.07
2022-04-01,Kitchener-Cambridge-Waterloo,0.05
2022-04-01,Brantford,0.13
2022-04-01,Guelph,0.06
2022-04-01,London,0.05
2022-04-01,Windsor,0.07
2022-04-01,Barrie,0.05
2022-04-01,Greater Sudbury,0.14
2022-04-01,Thunder Bay,0.18
2022-04-01,Winnipeg,0.17
2022-04-01,Regina,0.55
2022-04-01,Saskatoon,0.31
2022-04-01,Calgary,0.22
2022-04-01,Edmonton,0.38
2022-04-01,Kelowna,0.10
2022-04-01,Abbotsford-Mission,0.06
2022-04-01,Vancouver,0.09
2022-04-01,Victoria,0.08
2022-07-01,Canada,0.14
2022-07-01,Newfoundland,0.31
2022-07-01,Prince Edward Island,0.13
2022-07-01,Nova Scotia,0.23
2022-07-01,New Brunswick,0.23
2022-07-01,Québec,0.13
2022-07-01,Ontario,0.07
2022-07-01,Manitoba,0.20
2022-07-01,Saskatchewan,0.52
2022-07-01,Alberta,0.31
2022-07-01,British Columbia,0.10
2022-07-01,St. John's,0.23
2022-07-01,Charlottetown,0.09
2022-07-01,Halifax,0.14
2022-07-01,Moncton,0.16
2022-07-01,Saint John,0.17
2022-07-01,Saguenay,0.21
2022-07-01,Québec City,0.12
2022-07-01,Sherbrooke,0.11
2022-07-01,Trois-Riviéres,0.14
2022-07-01,Montréal,0.09
2022-07-01,Ottawa-Gatineau,0.07
2022-07-01,Kingston,0.07
2022-07-01,Peterborough,0.10
2022-07-01,Oshawa,0.06
2022-07-01,Toronto,0.06
2022-07-01,Hamilton,0.05
2022-07-01,St. Catharines-Niagara,0.08
2022-07-01,Kitchener-Cambridge-Waterloo,0.06
2022-07-01,Brantford,0.11
2022-07-01,Guelph,0.05
2022-07-01,London,0.06
2022-07-01,Windsor,0.06
2022-07-01,Barrie,0.05
2022-07-01,Greater Sudbury,0.18
2022-07-01,Thunder Bay,0.20
2022-07-01,Winnipeg,0.17
2022-07-01,Regina,0.57
2022-07-01,Saskatoon,0.34
2022-07-01,Calgary,0.19
2022-07-01,Edmonton,0.35
2022-07-01,Kelowna,0.10
2022-07-01,Abbotsford-Mission,0.07
2022-07-01,Vancouver,0.08
2022-07-01,Victoria,0.06
2022-10-01,Canada,0.14
2022-10-01,Newfoundland,0.34
2022-10-01,Prince Edward Island,0.13
2022-10-01,Nova Scotia,0.22
2022-10-01,New Brunswick,0.23
2022-10-01,Québec,0.12
2022-10-01,Ontario,0.08
2022-10-01,Manitoba,0.20
2022-10-01,Saskatchewan,0.51
2022-10-01,Alberta,0.30
2022-10-01,British Columbia,0.10
2022-10-01,St. John's,0.26
2022-10-01,Charlottetown,0.09
2022-10-01,Halifax,0.12
2022-10-01,Moncton,0.15
2022-10-01,Saint John,0.22
2022-10-01,Saguenay,0.18
2022-10-01,Québec City,0.10
2022-10-01,Sherbrooke,0.09
2022-10-01,Trois-Riviéres,0.13
2022-10-01,Montréal,0.10
2022-10-01,Ottawa-Gatineau,0.08
2022-10-01,Kingston,0.08
2022-10-01,Peterborough,0.09
2022-10-01,Oshawa,0.08
2022-10-01,Toronto,0.07
2022-10-01,Hamilton,0.06
2022-10-01,St. Catharines-Niagara,0.09
2022-10-01,Kitchener-Cambridge-Waterloo,0.07
2022-10-01,Brantford,0.15
2022-10-01,Guelph,0.07
2022-10-01,London,0.07
2022-10-01,Windsor,0.09
2022-10-01,Barrie,0.07
2022-10-01,Greater Sudbury,0.19
2022-10-01,Thunder Bay,0.26
2022-10-01,Winnipeg,0.17
2022-10-01,Regina,0.55
2022-10-01,Saskatoon,0.35
2022-10-01,Calgary,0.18
2022-10-01,Edmonton,0.34
2022-10-01,Kelowna,0.10
2022-10-01,Abbotsford-Mission,0.07
2022-10-01,Vancouver,0.08
2022-10-01,Victoria,0.08
2023-01-01,Canada,0.15
2023-01-01,Newfoundland,0.37
2023-01-01,Prince Edward Island,0.11
2023-01-01,Nova Scotia,0.22
2023-01-01,New Brunswick,0.23
2023-01-01,Québec,0.13
2023-01-01,Ontario,0.09
2023-01-01,Manitoba,0.21
2023-01-01,Saskatchewan,0.51
2023-01-01,Alberta,0.30
2023-01-01,British Columbia,0.11
2023-01-01,St. John's,0.30
2023-01-01,Charlottetown,0.08
2023-01-01,Halifax,0.12
2023-01-01,Moncton,0.13
2023-01-01,Saint John,0.18
2023-01-01,Saguenay,0.17
2023-01-01,Québec City,0.11
2023-01-01,Sherbrooke,0.10
2023-01-01,Trois-Riviéres,0.10
2023-01-01,Montréal,0.09
2023-01-01,Ottawa-Gatineau,0.09
2023-01-01,Kingston,0.09
2023-01-01,Peterborough,0.10
2023-01-01,Oshawa,0.08
2023-01-01,Toronto,0.08
2023-01-01,Hamilton,0.06
2023-01-01,St. Catharines-Niagara,0.11
2023-01-01,Kitchener-Cambridge-Waterloo,0.07
2023-01-01,Brantford,0.11
2023-01-01,Guelph,0.08
2023-01-01,London,0.09
2023-01-01,Windsor,0.10
2023-01-01,Barrie,0.09
2023-01-01,Greater Sudbury,0.21
2023-01-01,Thunder Bay,0.21
2023-01-01,Winnipeg,0.18
2023-01-01,Regina,0.54
2023-01-01,Saskatoon,0.34
2023-01-01,Calgary,0.19
2023-01-01,Edmonton,0.35
2023-01-01,Kelowna,0.13
2023-01-01,Abbotsford-Mission,0.07
2023-01-01,Vancouver,0.08
2023-01-01,Victoria,0.07
2023-04-01,Canada,0.15
2023-04-01,Newfoundland,0.33
2023-04-01,Prince Edward Island,0.15
2023-04-01,Nova Scotia,0.20
2023-04-01,New Brunswick,0.21
2023-04-01,Québec,0.13
2023-04-01,Ontario,0.09
2023-04-01,Manitoba,0.20
2023-04-01,Saskatchewan,0.46
2023-04-01,Alberta,0.28
2023-04-01,British Columbia,0.11
2023-04-01,St. John's,0.24
2023-04-01,Charlottetown,0.11
2023-04-01,Halifax,0.11
2023-04-01,Moncton,0.11
2023-04-01,Saint John,0.19
2023-04-01,Saguenay,0.14
2023-04-01,Québec City,0.11
2023-04-01,Sherbrooke,0.10
2023-04-01,Trois-Riviéres,0.09
2023-04-01,Montréal,0.10
2023-04-01,Ottawa-Gatineau,0.09
2023-04-01,Kingston,0.09
2023-04-01,Peterborough,0.09
2023-04-01,Oshawa,0.08
2023-04-01,Toronto,0.08
2023-04-01,Hamilton,0.06
2023-04-01,St. Catharines-Niagara,0.12
2023-04-01,Kitchener-Cambridge-Waterloo,0.06
2023-04-01,Brantford,0.11
2023-04-01,Guelph,0.07
2023-04-01,London,0.10
2023-04-01,Windsor,0.09
2023-04-01,Barrie,0.08
2023-04-01,Greater Sudbury,0.19
2023-04-01,Thunder Bay,0.19
2023-04-01,Winnipeg,0.18
2023-04-01,Regina,0.50
2023-04-01,Saskatoon,0.28
2023-04-01,Calgary,0.18
2023-04-01,Edmonton,0.33
2023-04-01,Kelowna,0.12
2023-04-01,Abbotsford-Mission,0.08
2023-04-01,Vancouver,0.09
2023-04-01,Victoria,0.09
2023-07-01,Canada,0.15
2023-07-01,Newfoundland,0.32
2023-07-01,Prince Edward Island,0.11
2023-07-01,Nova Scotia,0.22
2023-07-01,New Brunswick,0.27
2023-07-01,Québec,0.13
2023-07-01,Ontario,0.10
2023-07-01,Manitoba,0.22
2023-07-01,Saskatchewan,0.44
2023-07-01,Alberta,0.27
2023-07-01,British Columbia,0.11
2023-07-01,St. John's,0.25
2023-07-01,Charlottetown,0.09
2023-07-01,Halifax,0.11
2023-07-01,Moncton,0.16
2023-07-01,Saint John,0.15
2023-07-01,Saguenay,0.15
2023-07-01,Québec City,0.11
2023-07-01,Sherbrooke,0.08
2023-07-01,Trois-Riviéres,0.12
2023-07-01,Montréal,0.10
2023-07-01,Ottawa-Gatineau,0.09
2023-07-01,Kingston,0.09
2023-07-01,Peterborough,0.09
2023-07-01,Oshawa,0.08
2023-07-01,Toronto,0.10
2023-07-01,Hamilton,0.08
2023-07-01,St. Catharines-Niagara,0.13
2023-07-01,Kitchener-Cambridge-Waterloo,0.06
2023-07-01,Brantford,0.13
2023-07-01,Guelph,0.08
2023-07-01,London,0.11
2023-07-01,Windsor,0.10
2023-07-01,Barrie,0.10
2023-07-01,Greater Sudbury,0.16
2023-07-01,Thunder Bay,0.16
2023-07-01,Winnipeg,0.18
2023-07-01,Regina,0.48
2023-07-01,Saskatoon,0.29
2023-07-01,Calgary,0.17
2023-07-01,Edmonton,0.32
2023-07-01,Kelowna,0.13
2023-07-01,Abbotsford-Mission,0.11
2023-07-01,Vancouver,0.10
2023-07-01,Victoria,0.10
2023-10-01,Canada,0.17
2023-10-01,Newfoundland,0.35
2023-10-01,Prince Edward Island,0.13
2023-10-01,Nova Scotia,0.24
2023-10-01,New Brunswick,0.31
2023-10-01,Québec,0.15
2023-10-01,Ontario,0.13
2023-10-01,Manitoba,0.22
2023-10-01,Saskatchewan,0.46
2023-10-01,Alberta,0.28
2023-10-01,British Columbia,0.13
2023-10-01,St. John's,0.27
2023-10-01,Charlottetown,0.11
2023-10-01,Halifax,0.13
2023-10-01,Moncton,0.21
2023-10-01,Saint John,0.17
2023-10-01,Saguenay,0.21
2023-10-01,Québec City,0.12
2023-10-01,Sherbrooke,0.08
2023-10-01,Trois-Riviéres,0.13
2023-10-01,Montréal,0.13
2023-10-01,Ottawa-Gatineau,0.11
2023-10-01,Kingston,0.11
2023-10-01,Peterborough,0.13
2023-10-01,Oshawa,0.13
2023-10-01,Toronto,0.12
2023-10-01,Hamilton,0.11
2023-10-01,St. Catharines-Niagara,0.16
2023-10-01,Kitchener-Cambridge-Waterloo,0.09
2023-10-01,Brantford,0.17
2023-10-01,Guelph,0.09
2023-10-01,London,0.11
2023-10-01,Windsor,0.12
2023-10-01,Barrie,0.12
2023-10-01,Greater Sudbury,0.14
2023-10-01,Thunder Bay,0.15
2023-10-01,Winnipeg,0.20
2023-10-01,Regina,0.52
2023-10-01,Saskatoon,0.29
2023-10-01,Calgary,0.18
2023-10-01,Edmonton,0.32
2023-10-01,Kelowna,0.13
2023-10-01,Abbotsford-Mission,0.13
2023-10-01,Vancouver,0.12
2023-10-01,Victoria,0.08
2024-01-01,Canada,0.19
2024-01-01,Newfoundland,0.35
2024-01-01,Prince Edward Island,0.15
2024-01-01,Nova Scotia,0.24
2024-01-01,New Brunswick,0.31
2024-01-01,Québec,0.17
2024-01-01,Ontario,0.15
2024-01-01,Manitoba,0.24
2024-01-01,Saskatchewan,0.49
2024-01-01,Alberta,0.28
2024-01-01,British Columbia,0.15
2024-01-01,St. John's,0.27
2024-01-01,Charlottetown,0.09
2024-01-01,Halifax,0.14
2024-01-01,Moncton,0.25
2024-01-01,Saint John,0.17
2024-01-01,Saguenay,0.18
2024-01-01,Québec City,0.12
2024-01-01,Sherbrooke,0.08
2024-01-01,Trois-Riviéres,0.14
2024-01-01,Montréal,0.15
2024-01-01,Ottawa-Gatineau,0.11
2024-01-01,Kingston,0.14
2024-01-01,Peterborough,0.15
2024-01-01,Oshawa,0.16
2024-01-01,Toronto,0.14
2024-01-01,Hamilton,0.11
2024-01-01,St. Catharines-Niagara,0.19
2024-01-01,Kitchener-Cambridge-Waterloo,0.13
2024-01-01,Brantford,0.18
2024-01-01,Guelph,0.09
2024-01-01,London,0.14
2024-01-01,Windsor,0.14
2024-01-01,Barrie,0.15
2024-01-01,Greater Sudbury,0.17
2024-01-01,Thunder Bay,0.24
2024-01-01,Winnipeg,0.21
2024-01-01,Regina,0.51
2024-01-01,Saskatoon,0.33
2024-01-01,Calgary,0.18
2024-01-01,Edmonton,0.34
2024-01-01,Kelowna,0.14
2024-01-01,Abbotsford-Mission,0.19
2024-01-01,Vancouver,0.13
2024-01-01,Victoria,0.07
2024-04-01,Canada,0.19
2024-04-01,Newfoundland,0.34
2024-04-01,Prince Edward Island,0.16
2024-04-01,Nova Scotia,0.25
2024-04-01,New Brunswick,0.30
2024-04-01,Québec,0.17
2024-04-01,Ontario,0.16
2024-04-01,Manitoba,0.23
2024-04-01,Saskatchewan,0.46
2024-04-01,Alberta,0.28
2024-04-01,British Columbia,0.16
2024-04-01,St. John's,0.24
2024-04-01,Charlottetown,0.11
2024-04-01,Halifax,0.15
2024-04-01,Moncton,0.26
2024-04-01,Saint John,0.17
2024-04-01,Saguenay,0.18
2024-04-01,Québec City,0.14
2024-04-01,Sherbrooke,0.13
2024-04-01,Trois-Riviéres,0.17
2024-04-01,Montréal,0.15
2024-04-01,Ottawa-Gatineau,0.12
2024-04-01,Kingston,0.17
2024-04-01,Peterborough,0.15
2024-04-01,Oshawa,0.17
2024-04-01,Toronto,0.15
2024-04-01,Hamilton,0.13
2024-04-01,St. Catharines-Niagara,0.20
2024-04-01,Kitchener-Cambridge-Waterloo,0.14
2024-04-01,Brantford,0.20
2024-04-01,Guelph,0.08
2024-04-01,London,0.16
2024-04-01,Windsor,0.15
2024-04-01,Barrie,0.19
2024-04-01,Greater Sudbury,0.17
2024-04-01,Thunder Bay,0.20
2024-04-01,Winnipeg,0.20
2024-04-01,Regina,0.47
2024-04-01,Saskatoon,0.30
2024-04-01,Calgary,0.17
2024-04-01,Edmonton,0.34
2024-04-01,Kelowna,0.18
2024-04-01,Abbotsford-Mission,0.20
2024-04-01,Vancouver,0.15
2024-04-01,Victoria,0.10
2024-07-01,Canada,0.20
2024-07-01,Newfoundland,0.37
2024-07-01,Prince Edward Island,0.19
2024-07-01,Nova Scotia,0.26
2024-07-01,New Brunswick,0.27
2024-07-01,Québec,0.17
2024-07-01,Ontario,0.18
2024-07-01,Manitoba,0.25
2024-07-01,Saskatchewan,0.44
2024-07-01,Alberta,0.26
2024-07-01,British Columbia,0.16
2024-07-01,St. John's,0.28
2024-07-01,Charlottetown,0.14
2024-07-01,Halifax,0.18
2024-07-01,Moncton,0.23
2024-07-01,Saint John,0.19
2024-07-01,Saguenay,0.20
2024-07-01,Québec City,0.13
2024-07-01,Sherbrooke,0.10
2024-07-01,Trois-Riviéres,0.15
2024-07-01,Montréal,0.15
2024-07-01,Ottawa-Gatineau,0.14
2024-07-01,Kingston,0.14
2024-07-01,Peterborough,0.19
2024-07-01,Oshawa,0.20
2024-07-01,Toronto,0.17
2024-07-01,Hamilton,0.15
2024-07-01,St. Catharines-Niagara,0.19
2024-07-01,Kitchener-Cambridge-Waterloo,0.16
2024-07-01,Brantford,0.20
2024-07-01,Guelph,0.10
2024-07-01,London,0.19
2024-07-01,Windsor,0.18
2024-07-01,Barrie,0.22
2024-07-01,Greater Sudbury,0.18
2024-07-01,Thunder Bay,0.22
2024-07-01,Winnipeg,0.22
2024-07-01,Regina,0.44
2024-07-01,Saskatoon,0.30
2024-07-01,Calgary,0.17
2024-07-01,Edmonton,0.33
2024-07-01,Kelowna,0.20
2024-07-01,Abbotsford-Mission,0.20
2024-07-01,Vancouver,0.14
2024-07-01,Victoria,0.10
2024-10-01,Canada,0.21
2024-10-01,Newfoundland,0.38
2024-10-01,Prince Edward Island,0.23
2024-10-01,Nova Scotia,0.28
2024-10-01,New Brunswick,0.26
2024-10-01,Québec,0.18
2024-10-01,Ontario,0.20
2024-10-01,Manitoba,0.26
2024-10-01,Saskatchewan,0.44
2024-10-01,Alberta,0.27
2024-10-01,British Columbia,0.17
2024-10-01,St. John's,0.29
2024-10-01,Charlottetown,0.13
2024-10-01,Halifax,0.18
2024-10-01,Moncton,0.18
2024-10-01,Saint John,0.24
2024-10-01,Saguenay,0.22
2024-10-01,Québec City,0.14
2024-10-01,Sherbrooke,0.12
2024-10-01,Trois-Riviéres,0.13
2024-10-01,Montréal,0.16
2024-10-01,Ottawa-Gatineau,0.15
2024-10-01,Kingston,0.14
2024-10-01,Peterborough,0.19
2024-10-01,Oshawa,0.24
2024-10-01,Toronto,0.20
2024-10-01,Hamilton,0.17
2024-10-01,St. Catharines-Niagara,0.19
2024-10-01,Kitchener-Cambridge-Waterloo,0.17
2024-10-01,Brantford,0.20
2024-10-01,Guelph,0.15
2024-10-01,London,0.19
2024-10-01,Windsor,0.15
2024-10-01,Barrie,0.23
2024-10-01,Greater Sudbury,0.17
2024-10-01,Thunder Bay,0.31
2024-10-01,Winnipeg,0.23
2024-10-01,Regina,0.45
2024-10-01,Saskatoon,0.32
2024-10-01,Calgary,0.17
2024-10-01,Edmonton,0.33
2024-10-01,Kelowna,0.17
2024-10-01,Abbotsford-Mission,0.22
2024-10-01,Vancouver,0.16
2024-10-01,Victoria,0.11
